[2026-02-13 20:53:16] [INFO    ] discord.client: logging in using static token
[2026-02-13 20:53:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 8, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MjA0ODE0NTY4ODE3MDYwMjpOa09qbUNkb0N1ZEVoSHAwU045eExybEFBRDQ0ZlhseW1GODNzVDE0dkN2VXhvR1VtV1lGOHVraFhiTHAyNnZEblJxc0trZ1hQRm9lRkw4UGhwRUNoMmJOVFJHQllJbVNJQXl4SEh0Y0pYVGR6Y1RCRW1hVGIxNzNHdVVWVEhocw', 'member': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'unusual_dm_activity_until': None, 'roles': ['1468734025530081400'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1472048145688170602', 'guild_locale': 'en-US', 'guild_id': '1468366165041615112', 'guild': {'locale': 'en-US', 'id': '1468366165041615112', 'features': ['BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE', 'PIN_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'joke', 'id': '1472048027123323074', 'guild_id': '1468366165041615112'}, 'context': 0, 'channel_id': '1468366167499346014', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '9007199254740991', 'parent_id': '1468366167499346013', 'nsfw': False, 'name': 'general', 'last_message_id': '1472048097206075647', 'id': '1468366167499346014', 'guild_id': '1468366165041615112', 'flags': 0}, 'authorizing_integration_owners': {'0': '1468366165041615112'}, 'attachment_size_limit': 10485760, 'application_id': '991726125057331222', 'app_permissions': '9007199254740991'}}
[2026-02-13 20:53:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:48] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-13 20:53:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'webhook_id': '991726125057331222', 'type': 20, 'tts': False, 'timestamp': '2026-02-14T01:53:47.485000+00:00', 'position': 0, 'pinned': False, 'nonce': '1472048146136694784', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468366613538541740'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:04:41.669000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'id': '1472048145688170602', 'command_type': 1, 'authorizing_integration_owners': {'0': '1468366165041615112'}}, 'interaction': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'member': {'roles': ['1468734025530081400'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1472048145688170602'}, 'id': '1472048146615111825', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'I was going to buy a greek yogurt today, every little helps. Come on guys, lets pull together.', 'components': [], 'channel_type': 0, 'channel_id': '1468366167499346014', 'author': {'username': 'JOJO_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '991726125057331222', 'global_name': None, 'display_name_styles': None, 'discriminator': '7617', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '991726125057331222', 'guild_id': '1468366165041615112'}}
[2026-02-13 20:53:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:48] [DEBUG   ] discord.client: Dispatching event message
[2026-02-13 20:53:48] [DEBUG   ] discord.webhook.async_: Webhook ID 1472048145688170602 with POST https://discord.com/api/v10/interactions/1472048145688170602/aW50ZXJhY3Rpb246MTQ3MjA0ODE0NTY4ODE3MDYwMjpOa09qbUNkb0N1ZEVoSHAwU045eExybEFBRDQ0ZlhseW1GODNzVDE0dkN2VXhvR1VtV1lGOHVraFhiTHAyNnZEblJxc0trZ1hQRm9lRkw4UGhwRUNoMmJOVFJHQllJbVNJQXl4SEh0Y0pYVGR6Y1RCRW1hVGIxNzNHdVVWVEhocw/callback has returned status code 200
[2026-02-13 20:53:48] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-13 20:53:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 10, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MjA0ODE2MzQ0MjUyODMwNzpZbzhmcnJiYURtbmVDNWxra05rcVlnTnNKS2ZGZ050MFpvcHJXUjVnalpaYWk3Rnc1OXBNdUVEVXRzV2JCbFhsVkp0QkxVOTgwaVZKMTVha1N4YnQ3aTBOTmROTkMyS0FLYm01TWFzcjJ5NHFlSmZidjVJUWpxQUVPbnNmeWFMRA', 'member': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'unusual_dm_activity_until': None, 'roles': ['1468734025530081400'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1472048163442528307', 'guild_locale': 'en-US', 'guild_id': '1468366165041615112', 'guild': {'locale': 'en-US', 'id': '1468366165041615112', 'features': ['BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE', 'PIN_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'joke', 'id': '1472048027123323074', 'guild_id': '1468366165041615112'}, 'context': 0, 'channel_id': '1468366167499346014', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '9007199254740991', 'parent_id': '1468366167499346013', 'nsfw': False, 'name': 'general', 'last_message_id': '1472048146615111825', 'id': '1468366167499346014', 'guild_id': '1468366165041615112', 'flags': 0}, 'authorizing_integration_owners': {'0': '1468366165041615112'}, 'attachment_size_limit': 10485760, 'application_id': '991726125057331222', 'app_permissions': '9007199254740991'}}
[2026-02-13 20:53:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:52] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-13 20:53:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'webhook_id': '991726125057331222', 'type': 20, 'tts': False, 'timestamp': '2026-02-14T01:53:51.639000+00:00', 'position': 0, 'pinned': False, 'nonce': '1472048165208195072', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468366613538541740'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:04:41.669000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'id': '1472048163442528307', 'command_type': 1, 'authorizing_integration_owners': {'0': '1468366165041615112'}}, 'interaction': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'member': {'roles': ['1468734025530081400'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1472048163442528307'}, 'id': '1472048164037988485', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'I saw some guy hitting on a girl the other day... I think it was Mayweather', 'components': [], 'channel_type': 0, 'channel_id': '1468366167499346014', 'author': {'username': 'JOJO_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '991726125057331222', 'global_name': None, 'display_name_styles': None, 'discriminator': '7617', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '991726125057331222', 'guild_id': '1468366165041615112'}}
[2026-02-13 20:53:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:52] [DEBUG   ] discord.client: Dispatching event message
[2026-02-13 20:53:52] [DEBUG   ] discord.webhook.async_: Webhook ID 1472048163442528307 with POST https://discord.com/api/v10/interactions/1472048163442528307/aW50ZXJhY3Rpb246MTQ3MjA0ODE2MzQ0MjUyODMwNzpZbzhmcnJiYURtbmVDNWxra05rcVlnTnNKS2ZGZ050MFpvcHJXUjVnalpaYWk3Rnc1OXBNdUVEVXRzV2JCbFhsVkp0QkxVOTgwaVZKMTVha1N4YnQ3aTBOTmROTkMyS0FLYm01TWFzcjJ5NHFlSmZidjVJUWpxQUVPbnNmeWFMRA/callback has returned status code 200
[2026-02-13 20:53:52] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-13 20:53:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 12, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MjA0ODE3NjIwMTcyODEzMzo1V1A2WkM5a05kM21QWG9Md3BnQk9ueGpnbWxlWmFNWjZzQWVEcnBWZ2xIcWJsTTJHR09SbG4wUHdIZk9jOVdXMnBVZlp6R2VleG5MbjJzbVoxYkFGWlBTS1d6VGttSGd3TlR2RU9LM2hMbWd0M05wVzZlZ09POWJmNEtmTWw0RQ', 'member': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'unusual_dm_activity_until': None, 'roles': ['1468734025530081400'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1472048176201728133', 'guild_locale': 'en-US', 'guild_id': '1468366165041615112', 'guild': {'locale': 'en-US', 'id': '1468366165041615112', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'joke', 'id': '1472048027123323074', 'guild_id': '1468366165041615112'}, 'context': 0, 'channel_id': '1468366167499346014', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '9007199254740991', 'parent_id': '1468366167499346013', 'nsfw': False, 'name': 'general', 'last_message_id': '1472048164037988485', 'id': '1468366167499346014', 'guild_id': '1468366165041615112', 'flags': 0}, 'authorizing_integration_owners': {'0': '1468366165041615112'}, 'attachment_size_limit': 10485760, 'application_id': '991726125057331222', 'app_permissions': '9007199254740991'}}
[2026-02-13 20:53:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:55] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-13 20:53:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'webhook_id': '991726125057331222', 'type': 20, 'tts': False, 'timestamp': '2026-02-14T01:53:54.731000+00:00', 'position': 0, 'pinned': False, 'nonce': '1472048178135040000', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468366613538541740'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:04:41.669000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'id': '1472048176201728133', 'command_type': 1, 'authorizing_integration_owners': {'0': '1468366165041615112'}}, 'interaction': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'member': {'roles': ['1468734025530081400'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1472048176201728133'}, 'id': '1472048177006907422', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "What's Whitney Houston's favorite type of coordination? Haaaaaaaaaaaaaaaaaaaaaaand Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeye.", 'components': [], 'channel_type': 0, 'channel_id': '1468366167499346014', 'author': {'username': 'JOJO_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '991726125057331222', 'global_name': None, 'display_name_styles': None, 'discriminator': '7617', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '991726125057331222', 'guild_id': '1468366165041615112'}}
[2026-02-13 20:53:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:53:55] [DEBUG   ] discord.client: Dispatching event message
[2026-02-13 20:53:55] [DEBUG   ] discord.webhook.async_: Webhook ID 1472048176201728133 with POST https://discord.com/api/v10/interactions/1472048176201728133/aW50ZXJhY3Rpb246MTQ3MjA0ODE3NjIwMTcyODEzMzo1V1A2WkM5a05kM21QWG9Md3BnQk9ueGpnbWxlWmFNWjZzQWVEcnBWZ2xIcWJsTTJHR09SbG4wUHdIZk9jOVdXMnBVZlp6R2VleG5MbjJzbVoxYkFGWlBTS1d6VGttSGd3TlR2RU9LM2hMbWd0M05wVzZlZ09POWJmNEtmTWw0RQ/callback has returned status code 200
[2026-02-13 20:53:55] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-13 20:53:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2026-02-13 20:53:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-02-13 20:54:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 14, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MjA0ODIwNzE2ODAxNjU3MzptMVo5ckVrcTJSemM2UkNUUHMwTURtaVJFb3BJa25OYWwxN29ieXo3RVVjZHZRMlQybzR6VWtFRFRLVEdRTGJFdUF5QlBiTHFYc00zUzFTYXZCYjNNSXhOTzhyYVd3R0tHdjY0djhyT0xXTkpnMHBrSzFjVk5EYm1QNjdSeDBWVA', 'member': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'unusual_dm_activity_until': None, 'roles': ['1468734025530081400'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1472048207168016573', 'guild_locale': 'en-US', 'guild_id': '1468366165041615112', 'guild': {'locale': 'en-US', 'id': '1468366165041615112', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'joke', 'id': '1472048027123323074', 'guild_id': '1468366165041615112'}, 'context': 0, 'channel_id': '1468366167499346014', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '9007199254740991', 'parent_id': '1468366167499346013', 'nsfw': False, 'name': 'general', 'last_message_id': '1472048177006907422', 'id': '1468366167499346014', 'guild_id': '1468366165041615112', 'flags': 0}, 'authorizing_integration_owners': {'0': '1468366165041615112'}, 'attachment_size_limit': 10485760, 'application_id': '991726125057331222', 'app_permissions': '9007199254740991'}}
[2026-02-13 20:54:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:54:02] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-13 20:54:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'webhook_id': '991726125057331222', 'type': 20, 'tts': False, 'timestamp': '2026-02-14T01:54:02.126000+00:00', 'position': 0, 'pinned': False, 'nonce': '1472048209109975040', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468366613538541740'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:04:41.669000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'id': '1472048207168016573', 'command_type': 1, 'authorizing_integration_owners': {'0': '1468366165041615112'}}, 'interaction': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'member': {'roles': ['1468734025530081400'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1472048207168016573'}, 'id': '1472048208023912733', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'So baby Jesus grows up to be Santa or...', 'components': [], 'channel_type': 0, 'channel_id': '1468366167499346014', 'author': {'username': 'JOJO_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '991726125057331222', 'global_name': None, 'display_name_styles': None, 'discriminator': '7617', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '991726125057331222', 'guild_id': '1468366165041615112'}}
[2026-02-13 20:54:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:54:02] [DEBUG   ] discord.client: Dispatching event message
[2026-02-13 20:54:02] [DEBUG   ] discord.webhook.async_: Webhook ID 1472048207168016573 with POST https://discord.com/api/v10/interactions/1472048207168016573/aW50ZXJhY3Rpb246MTQ3MjA0ODIwNzE2ODAxNjU3MzptMVo5ckVrcTJSemM2UkNUUHMwTURtaVJFb3BJa25OYWwxN29ieXo3RVVjZHZRMlQybzR6VWtFRFRLVEdRTGJFdUF5QlBiTHFYc00zUzFTYXZCYjNNSXhOTzhyYVd3R0tHdjY0djhyT0xXTkpnMHBrSzFjVk5EYm1QNjdSeDBWVA/callback has returned status code 200
[2026-02-13 20:54:02] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-13 20:54:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 16, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MjA0ODIyMDkwODY4NzQ2MjpBQVpBSHM3SjBuTkh6d0tvdnhkNVBIVFhlRHdFOHo3Wm44WWxxdE5ubkI1U1pzZmhFV1A1QTMwc2VjSEVLNG9TUVYzbVFYTzM3dVRRY0FwaUpSMXJHTTE5V2taM2ZRTG1LZjdKSUk2TmRGVU9kYXRORTNQRkF3cVI2NVllWWRxYw', 'member': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'unusual_dm_activity_until': None, 'roles': ['1468734025530081400'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1472048220908687462', 'guild_locale': 'en-US', 'guild_id': '1468366165041615112', 'guild': {'locale': 'en-US', 'id': '1468366165041615112', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'joke', 'id': '1472048027123323074', 'guild_id': '1468366165041615112'}, 'context': 0, 'channel_id': '1468366167499346014', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '9007199254740991', 'parent_id': '1468366167499346013', 'nsfw': False, 'name': 'general', 'last_message_id': '1472048208023912733', 'id': '1468366167499346014', 'guild_id': '1468366165041615112', 'flags': 0}, 'authorizing_integration_owners': {'0': '1468366165041615112'}, 'attachment_size_limit': 10485760, 'application_id': '991726125057331222', 'app_permissions': '9007199254740991'}}
[2026-02-13 20:54:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:54:05] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-13 20:54:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'webhook_id': '991726125057331222', 'type': 20, 'tts': False, 'timestamp': '2026-02-14T01:54:05.269000+00:00', 'position': 0, 'pinned': False, 'nonce': '1472048223018287104', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468366613538541740'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:04:41.669000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'id': '1472048220908687462', 'command_type': 1, 'authorizing_integration_owners': {'0': '1468366165041615112'}}, 'interaction': {'user': {'username': 'takiguzzler55', 'public_flags': 0, 'primary_guild': None, 'id': '848552717722189844', 'global_name': 'Jojo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '404c8ef96d845c4244e4379a6c9122e8'}, 'type': 2, 'name': 'joke', 'member': {'roles': ['1468734025530081400'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T22:02:55.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1472048220908687462'}, 'id': '1472048221206483036', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Auto-correct walks into a bar... And the batman says, 'why the log fence?'", 'components': [], 'channel_type': 0, 'channel_id': '1468366167499346014', 'author': {'username': 'JOJO_BOT', 'public_flags': 0, 'primary_guild': None, 'id': '991726125057331222', 'global_name': None, 'display_name_styles': None, 'discriminator': '7617', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '991726125057331222', 'guild_id': '1468366165041615112'}}
[2026-02-13 20:54:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-13 20:54:05] [DEBUG   ] discord.client: Dispatching event message
[2026-02-13 20:54:06] [DEBUG   ] discord.webhook.async_: Webhook ID 1472048220908687462 with POST https://discord.com/api/v10/interactions/1472048220908687462/aW50ZXJhY3Rpb246MTQ3MjA0ODIyMDkwODY4NzQ2MjpBQVpBSHM3SjBuTkh6d0tvdnhkNVBIVFhlRHdFOHo3Wm44WWxxdE5ubkI1U1pzZmhFV1A1QTMwc2VjSEVLNG9TUVYzbVFYTzM3dVRRY0FwaUpSMXJHTTE5V2taM2ZRTG1LZjdKSUk2TmRGVU9kYXRORTNQRkF3cVI2NVllWWRxYw/callback has returned status code 200
[2026-02-13 20:54:06] [DEBUG   ] discord.client: Dispatching event app_command_completion
